domainID,siteID,plotID,sampleID,nlcdClass,decimalLatitude,decimalLongitude,elevation,collectDate,year,month,day,dayOfYear,totalSampledArea,lifeStage,acceptedTaxonID,rawCount,estimatedCount,allSpeciesTotal
D01,BART,BART_002,BART_002.20140924,deciduousForest,44.035231,-71.274674,502.6,2014-09-24T16:15Z,2014,9,24,267,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20140924,deciduousForest,44.035231,-71.274674,502.6,2014-09-24T16:15Z,2014,9,24,267,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20141009,deciduousForest,44.035231,-71.274674,502.6,2014-10-09T13:43Z,2014,10,9,282,165,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20141009,deciduousForest,44.035231,-71.274674,502.6,2014-10-09T13:43Z,2014,10,9,282,165,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20141009,deciduousForest,44.035231,-71.274674,502.6,2014-10-09T13:43Z,2014,10,9,282,165,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150520,deciduousForest,44.035231,-71.274674,502.6,2015-05-20T13:30Z,2015,5,20,140,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150520,deciduousForest,44.035231,-71.274674,502.6,2015-05-20T13:30Z,2015,5,20,140,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150520,deciduousForest,44.035231,-71.274674,502.6,2015-05-20T13:30Z,2015,5,20,140,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150610,deciduousForest,44.035231,-71.274674,502.6,2015-06-10T12:30Z,2015,6,10,161,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150610,deciduousForest,44.035231,-71.274674,502.6,2015-06-10T12:30Z,2015,6,10,161,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150610,deciduousForest,44.035231,-71.274674,502.6,2015-06-10T12:30Z,2015,6,10,161,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150630,deciduousForest,44.035231,-71.274674,502.6,2015-06-30T15:22Z,2015,6,30,181,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150630,deciduousForest,44.035231,-71.274674,502.6,2015-06-30T15:22Z,2015,6,30,181,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150630,deciduousForest,44.035231,-71.274674,502.6,2015-06-30T15:22Z,2015,6,30,181,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150722,deciduousForest,44.035231,-71.274674,502.6,2015-07-22T14:35Z,2015,7,22,203,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150722,deciduousForest,44.035231,-71.274674,502.6,2015-07-22T14:35Z,2015,7,22,203,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150722,deciduousForest,44.035231,-71.274674,502.6,2015-07-22T14:35Z,2015,7,22,203,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150810,deciduousForest,44.035231,-71.274674,502.6,2015-08-10T17:52Z,2015,8,10,222,164,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150810,deciduousForest,44.035231,-71.274674,502.6,2015-08-10T17:52Z,2015,8,10,222,164,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150810,deciduousForest,44.035231,-71.274674,502.6,2015-08-10T17:52Z,2015,8,10,222,164,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150901,deciduousForest,44.035231,-71.274674,502.6,2015-09-01T15:56Z,2015,9,1,244,170,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150901,deciduousForest,44.035231,-71.274674,502.6,2015-09-01T15:56Z,2015,9,1,244,170,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20150901,deciduousForest,44.035231,-71.274674,502.6,2015-09-01T15:56Z,2015,9,1,244,170,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160503,deciduousForest,44.035231,-71.274674,502.6,2016-05-03T17:27Z,2016,5,3,124,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160503,deciduousForest,44.035231,-71.274674,502.6,2016-05-03T17:27Z,2016,5,3,124,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160503,deciduousForest,44.035231,-71.274674,502.6,2016-05-03T17:27Z,2016,5,3,124,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160524,deciduousForest,44.035231,-71.274674,502.6,2016-05-24T12:43Z,2016,5,24,145,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160524,deciduousForest,44.035231,-71.274674,502.6,2016-05-24T12:43Z,2016,5,24,145,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160524,deciduousForest,44.035231,-71.274674,502.6,2016-05-24T12:43Z,2016,5,24,145,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160614,deciduousForest,44.035231,-71.274674,502.6,2016-06-14T12:52Z,2016,6,14,166,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160614,deciduousForest,44.035231,-71.274674,502.6,2016-06-14T12:52Z,2016,6,14,166,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160614,deciduousForest,44.035231,-71.274674,502.6,2016-06-14T12:52Z,2016,6,14,166,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160706,deciduousForest,44.035231,-71.274674,502.6,2016-07-06T12:25Z,2016,7,6,188,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160706,deciduousForest,44.035231,-71.274674,502.6,2016-07-06T12:25Z,2016,7,6,188,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160706,deciduousForest,44.035231,-71.274674,502.6,2016-07-06T12:25Z,2016,7,6,188,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160726,deciduousForest,44.035231,-71.274674,502.6,2016-07-26T12:44Z,2016,7,26,208,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160726,deciduousForest,44.035231,-71.274674,502.6,2016-07-26T12:44Z,2016,7,26,208,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160726,deciduousForest,44.035231,-71.274674,502.6,2016-07-26T12:44Z,2016,7,26,208,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160815,deciduousForest,44.035231,-71.274674,502.6,2016-08-15T15:40Z,2016,8,15,228,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160815,deciduousForest,44.035231,-71.274674,502.6,2016-08-15T15:40Z,2016,8,15,228,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160815,deciduousForest,44.035231,-71.274674,502.6,2016-08-15T15:40Z,2016,8,15,228,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160906,deciduousForest,44.035231,-71.274674,502.6,2016-09-06T17:10Z,2016,9,6,250,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160906,deciduousForest,44.035231,-71.274674,502.6,2016-09-06T17:10Z,2016,9,6,250,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160906,deciduousForest,44.035231,-71.274674,502.6,2016-09-06T17:10Z,2016,9,6,250,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160929,deciduousForest,44.035231,-71.274674,502.6,2016-09-29T12:00Z,2016,9,29,273,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160929,deciduousForest,44.035231,-71.274674,502.6,2016-09-29T12:00Z,2016,9,29,273,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20160929,deciduousForest,44.035231,-71.274674,502.6,2016-09-29T12:00Z,2016,9,29,273,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20161017,deciduousForest,44.035231,-71.274674,502.6,2016-10-17T16:46Z,2016,10,17,291,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20161017,deciduousForest,44.035231,-71.274674,502.6,2016-10-17T16:46Z,2016,10,17,291,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20161017,deciduousForest,44.035231,-71.274674,502.6,2016-10-17T16:46Z,2016,10,17,291,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20161108,deciduousForest,44.035231,-71.274674,502.6,2016-11-08T16:57Z,2016,11,8,313,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20161108,deciduousForest,44.035231,-71.274674,502.6,2016-11-08T16:57Z,2016,11,8,313,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20161108,deciduousForest,44.035231,-71.274674,502.6,2016-11-08T16:57Z,2016,11,8,313,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170424,deciduousForest,44.035231,-71.274674,502.6,2017-04-24T19:44Z,2017,4,24,114,148,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170424,deciduousForest,44.035231,-71.274674,502.6,2017-04-24T19:44Z,2017,4,24,114,148,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170424,deciduousForest,44.035231,-71.274674,502.6,2017-04-24T19:44Z,2017,4,24,114,148,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170607,deciduousForest,44.035231,-71.274674,502.6,2017-06-07T17:22Z,2017,6,7,158,155,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170607,deciduousForest,44.035231,-71.274674,502.6,2017-06-07T17:22Z,2017,6,7,158,155,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170607,deciduousForest,44.035231,-71.274674,502.6,2017-06-07T17:22Z,2017,6,7,158,155,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170719,deciduousForest,44.035231,-71.274674,502.6,2017-07-19T14:50Z,2017,7,19,200,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170719,deciduousForest,44.035231,-71.274674,502.6,2017-07-19T14:50Z,2017,7,19,200,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170719,deciduousForest,44.035231,-71.274674,502.6,2017-07-19T14:50Z,2017,7,19,200,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170731,deciduousForest,44.035231,-71.274674,502.6,2017-07-31T13:12Z,2017,7,31,212,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170731,deciduousForest,44.035231,-71.274674,502.6,2017-07-31T13:12Z,2017,7,31,212,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170731,deciduousForest,44.035231,-71.274674,502.6,2017-07-31T13:12Z,2017,7,31,212,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170828,deciduousForest,44.035231,-71.274674,502.6,2017-08-28T16:16Z,2017,8,28,240,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170828,deciduousForest,44.035231,-71.274674,502.6,2017-08-28T16:16Z,2017,8,28,240,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20170828,deciduousForest,44.035231,-71.274674,502.6,2017-08-28T16:16Z,2017,8,28,240,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20180502,deciduousForest,44.035231,-71.274674,502.6,2018-05-02T19:57Z,2018,5,2,122,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20180502,deciduousForest,44.035231,-71.274674,502.6,2018-05-02T19:57Z,2018,5,2,122,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20180502,deciduousForest,44.035231,-71.274674,502.6,2018-05-02T19:57Z,2018,5,2,122,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20180612,deciduousForest,44.035231,-71.274674,502.6,2018-06-12T12:52Z,2018,6,12,163,160,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20180612,deciduousForest,44.035231,-71.274674,502.6,2018-06-12T12:52Z,2018,6,12,163,160,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20180612,deciduousForest,44.035231,-71.274674,502.6,2018-06-12T12:52Z,2018,6,12,163,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20180905,deciduousForest,44.035231,-71.274674,502.6,2018-09-05T12:37Z,2018,9,5,248,161,Adult,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20180905,deciduousForest,44.035231,-71.274674,502.6,2018-09-05T12:37Z,2018,9,5,248,161,Larva,IXOSCA,0,0,0
D01,BART,BART_002,BART_002.20180905,deciduousForest,44.035231,-71.274674,502.6,2018-09-05T12:37Z,2018,9,5,248,161,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140603,deciduousForest,44.0511,-71.267766,413,2014-06-03T14:06Z,2014,6,3,154,168,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140603,deciduousForest,44.0511,-71.267766,413,2014-06-03T14:06Z,2014,6,3,154,168,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140603,deciduousForest,44.0511,-71.267766,413,2014-06-03T14:06Z,2014,6,3,154,168,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140714,deciduousForest,44.0511,-71.267766,413,2014-07-14T18:40Z,2014,7,14,195,162,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140714,deciduousForest,44.0511,-71.267766,413,2014-07-14T18:40Z,2014,7,14,195,162,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140714,deciduousForest,44.0511,-71.267766,413,2014-07-14T18:40Z,2014,7,14,195,162,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140806,deciduousForest,44.0511,-71.267766,413,2014-08-06T19:54Z,2014,8,6,218,163,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140806,deciduousForest,44.0511,-71.267766,413,2014-08-06T19:54Z,2014,8,6,218,163,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140806,deciduousForest,44.0511,-71.267766,413,2014-08-06T19:54Z,2014,8,6,218,163,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140825,deciduousForest,44.0511,-71.267766,413,2014-08-25T17:56Z,2014,8,25,237,162,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140825,deciduousForest,44.0511,-71.267766,413,2014-08-25T17:56Z,2014,8,25,237,162,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140825,deciduousForest,44.0511,-71.267766,413,2014-08-25T17:56Z,2014,8,25,237,162,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140924,deciduousForest,44.0511,-71.267766,413,2014-09-24T14:32Z,2014,9,24,267,161,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140924,deciduousForest,44.0511,-71.267766,413,2014-09-24T14:32Z,2014,9,24,267,161,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20140924,deciduousForest,44.0511,-71.267766,413,2014-09-24T14:32Z,2014,9,24,267,161,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20141009,deciduousForest,44.0511,-71.267766,413,2014-10-09T12:04Z,2014,10,9,282,160,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20141009,deciduousForest,44.0511,-71.267766,413,2014-10-09T12:04Z,2014,10,9,282,160,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20141009,deciduousForest,44.0511,-71.267766,413,2014-10-09T12:04Z,2014,10,9,282,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150520,deciduousForest,44.0511,-71.267766,413,2015-05-20T16:15Z,2015,5,20,140,160,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150520,deciduousForest,44.0511,-71.267766,413,2015-05-20T16:15Z,2015,5,20,140,160,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150520,deciduousForest,44.0511,-71.267766,413,2015-05-20T16:15Z,2015,5,20,140,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150610,deciduousForest,44.0511,-71.267766,413,2015-06-10T15:20Z,2015,6,10,161,158,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150610,deciduousForest,44.0511,-71.267766,413,2015-06-10T15:20Z,2015,6,10,161,158,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150610,deciduousForest,44.0511,-71.267766,413,2015-06-10T15:20Z,2015,6,10,161,158,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150630,deciduousForest,44.0511,-71.267766,413,2015-06-30T19:00Z,2015,6,30,181,159,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150630,deciduousForest,44.0511,-71.267766,413,2015-06-30T19:00Z,2015,6,30,181,159,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150630,deciduousForest,44.0511,-71.267766,413,2015-06-30T19:00Z,2015,6,30,181,159,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150722,deciduousForest,44.0511,-71.267766,413,2015-07-22T17:20Z,2015,7,22,203,160,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150722,deciduousForest,44.0511,-71.267766,413,2015-07-22T17:20Z,2015,7,22,203,160,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150722,deciduousForest,44.0511,-71.267766,413,2015-07-22T17:20Z,2015,7,22,203,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150810,deciduousForest,44.0511,-71.267766,413,2015-08-10T20:00Z,2015,8,10,222,160,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150810,deciduousForest,44.0511,-71.267766,413,2015-08-10T20:00Z,2015,8,10,222,160,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150810,deciduousForest,44.0511,-71.267766,413,2015-08-10T20:00Z,2015,8,10,222,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150901,deciduousForest,44.0511,-71.267766,413,2015-09-01T18:16Z,2015,9,1,244,165,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150901,deciduousForest,44.0511,-71.267766,413,2015-09-01T18:16Z,2015,9,1,244,165,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20150901,deciduousForest,44.0511,-71.267766,413,2015-09-01T18:16Z,2015,9,1,244,165,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160503,deciduousForest,44.0511,-71.267766,413,2016-05-03T20:37Z,2016,5,3,124,158,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160503,deciduousForest,44.0511,-71.267766,413,2016-05-03T20:37Z,2016,5,3,124,158,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160503,deciduousForest,44.0511,-71.267766,413,2016-05-03T20:37Z,2016,5,3,124,158,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160523,deciduousForest,44.0511,-71.267766,413,2016-05-23T18:55Z,2016,5,23,144,161,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160523,deciduousForest,44.0511,-71.267766,413,2016-05-23T18:55Z,2016,5,23,144,161,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160523,deciduousForest,44.0511,-71.267766,413,2016-05-23T18:55Z,2016,5,23,144,161,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160613,deciduousForest,44.0511,-71.267766,413,2016-06-13T18:49Z,2016,6,13,165,160,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160613,deciduousForest,44.0511,-71.267766,413,2016-06-13T18:49Z,2016,6,13,165,160,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160613,deciduousForest,44.0511,-71.267766,413,2016-06-13T18:49Z,2016,6,13,165,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160705,deciduousForest,44.0511,-71.267766,413,2016-07-05T18:08Z,2016,7,5,187,160,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160705,deciduousForest,44.0511,-71.267766,413,2016-07-05T18:08Z,2016,7,5,187,160,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160705,deciduousForest,44.0511,-71.267766,413,2016-07-05T18:08Z,2016,7,5,187,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160726,deciduousForest,44.0511,-71.267766,413,2016-07-26T11:48Z,2016,7,26,208,160,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160726,deciduousForest,44.0511,-71.267766,413,2016-07-26T11:48Z,2016,7,26,208,160,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160726,deciduousForest,44.0511,-71.267766,413,2016-07-26T11:48Z,2016,7,26,208,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160815,deciduousForest,44.0511,-71.267766,413,2016-08-15T17:27Z,2016,8,15,228,160,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160815,deciduousForest,44.0511,-71.267766,413,2016-08-15T17:27Z,2016,8,15,228,160,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160815,deciduousForest,44.0511,-71.267766,413,2016-08-15T17:27Z,2016,8,15,228,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160906,deciduousForest,44.0511,-71.267766,413,2016-09-06T18:36Z,2016,9,6,250,160,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160906,deciduousForest,44.0511,-71.267766,413,2016-09-06T18:36Z,2016,9,6,250,160,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160906,deciduousForest,44.0511,-71.267766,413,2016-09-06T18:36Z,2016,9,6,250,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160926,deciduousForest,44.0511,-71.267766,413,2016-09-26T08:21Z,2016,9,26,270,80,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160926,deciduousForest,44.0511,-71.267766,413,2016-09-26T08:21Z,2016,9,26,270,80,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20160926,deciduousForest,44.0511,-71.267766,413,2016-09-26T08:21Z,2016,9,26,270,80,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20161017,deciduousForest,44.0511,-71.267766,413,2016-10-17T18:16Z,2016,10,17,291,160,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20161017,deciduousForest,44.0511,-71.267766,413,2016-10-17T18:16Z,2016,10,17,291,160,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20161017,deciduousForest,44.0511,-71.267766,413,2016-10-17T18:16Z,2016,10,17,291,160,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20161108,deciduousForest,44.0511,-71.267766,413,2016-11-08T15:22Z,2016,11,8,313,168,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20161108,deciduousForest,44.0511,-71.267766,413,2016-11-08T15:22Z,2016,11,8,313,168,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20161108,deciduousForest,44.0511,-71.267766,413,2016-11-08T15:22Z,2016,11,8,313,168,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20170607,deciduousForest,44.0511,-71.267766,413,2017-06-07T20:24Z,2017,6,7,158,156,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20170607,deciduousForest,44.0511,-71.267766,413,2017-06-07T20:24Z,2017,6,7,158,156,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20170607,deciduousForest,44.0511,-71.267766,413,2017-06-07T20:24Z,2017,6,7,158,156,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20170717,deciduousForest,44.0511,-71.267766,413,2017-07-17T19:34Z,2017,7,17,198,159,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20170717,deciduousForest,44.0511,-71.267766,413,2017-07-17T19:34Z,2017,7,17,198,159,Larva,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20170717,deciduousForest,44.0511,-71.267766,413,2017-07-17T19:34Z,2017,7,17,198,159,Nymph,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20170731,deciduousForest,44.0511,-71.267766,413,2017-07-31T18:25Z,2017,7,31,212,160,Adult,IXOSCA,0,0,0
D01,BART,BART_010,BART_010.20170731,deciduousForest,44.0511,-71.267766,413,2017-07-31T18:25Z,2017,7,31,212,160,Larva,IXOSCA,0,0,0
